Genus	Species	SeedWeight_g
Calytrix	smeatoniana	0.696g
Calytrix	tetragona	1.6459g
Calytrix	verticillata	1.20484g
Camelina	alyssum	0.2888g
Camelina	dentata	2.65g
Camelina	laxa	0.41408g
Camelina	microcarpa	0.3g
Camelina	rumelica	0.5g
Camelina	sativa	1.0g
Camellia	japonica	1075g
Camellia	oleifera	508.0g
Camellia	saluenensis	454.55g
Camellia	sasanqua	507.61g
Camellia	sinensis	1405.2g
Camissonia	andina	0.07g
Camissonia	bistorta	0.138g
Camissonia	brevipes	0.1164g
Camissonia	californica	0.24g
Camissonia	cf.	0.048g
Camissonia	cheiranthifolia	0.157g
Camissonia	cheiranthifolia	0.175g
Camissonia	claviformis	0.279875g
Camissonia	claviformis	0.054g
Camissonia	claviformis	0.08g
Camissonia	claviformis	0.132g
Camissonia	contorta	0.048g
Camissonia	dentata	0.08g
Camissonia	hirtella	0.07g
Camissonia	kernensis	0.0884g
Camissonia	micrantha	0.082g
Camissonia	ovata	0.306g
Camissonia	palmeri	0.157g
Camissonia	parvula	0.0488g
Camissonia	tanacetifolia	0.432g
Camissonia	tanacetifolia	0.296g
Camissonia	walkeri	0.097g
Campanula	ajugifolia	0.0392g
Campanula	albanica	0.03656g
Campanula	alliariifolia	0.282g
Campanula	alliariifolia	0.2196g
Campanula	alliariifolia	0.24112g
Campanula	alpina	0.1712g
Campanula	alpina	0.3804g
Campanula	americana	0.167g
Campanula	aparinoides	0.122g
Campanula	barbata	0.1055g
Campanula	bellidifolia	0.4648g
Campanula	bononiensis	0.166g
Campanula	californica	0.046g
Campanula	calycantherrea	0.24g
Campanula	camptoclada	0.0332g
Campanula	carpatha	0.0392g
Campanula	carpatica	0.06g
Campanula	collina	0.0536g
Campanula	collina	0.1972g
Campanula	crispa	0.02912g
Campanula	cymbalaria	0.097g
Campanula	dimorphantha	0.0096g
Campanula	divaricata	0.04404g
Campanula	dulcis	0.02024g
Campanula	elatinoides	0.03392g
Campanula	erinus	0.0132g
Campanula	euxina	0.0316g
Campanula	formanekiana	0.148g
Campanula	forsythii	0.0722807g
Campanula	glomerata	0.132g
Campanula	glomerata	0.1448g
Campanula	glomerata	0.16g
Campanula	glomerata	0.058g
Campanula	glomerata	0.1466g
Campanula	glomerata	0.2676g
Campanula	hierosolymitana	0.0428g
Campanula	hypopolia	0.126g
Campanula	imeretina	0.0744g
Campanula	incurva	0.06888g
Campanula	kachethica	0.0344g
Campanula	kantschavelii	0.052g
Campanula	kolenatiana	0.06768g
Campanula	lactiflora	0.0288g
Campanula	latifolia	0.29g
Campanula	lavrensis	0.0292g
Campanula	lingulata	0.1596g
Campanula	macrostachya	0.0612g
Campanula	medium	0.26g
Campanula	moravica	0.074g
Campanula	olympica	0.0352g
Campanula	orphanidea	0.1632g
Campanula	patula	0.0239g
Campanula	pelia	0.05212g
Campanula	pendula	0.0136g
Campanula	peregrina	0.03g
Campanula	persicifolia	0.1g
Campanula	petrophila	0.4844g
Campanula	prenanthoides	0.066g
Campanula	primulifolia	0.1088g
Campanula	punctata	0.07g
Campanula	raddeana	0.029g
Campanula	raineri	0.0477g
Campanula	rapunculoides	0.1608g
Campanula	rapunculoides	0.17g
Campanula	rapunculus	0.2216g
Campanula	rapunculus	0.042g
Campanula	rotundifolia	0.06g
Campanula	rumeliana	0.1g
Campanula	sarmatica	0.402g
Campanula	saxifraga	0.5632g
Campanula	scheuchzeri	0.0572g
Campanula	scouleri	0.195g
Campanula	serrata	0.0636g
Campanula	sibirica	0.1056g
Campanula	sibirica	0.0508g
Campanula	sibirica	0.1572g
Campanula	sibirica	0.066g
Campanula	sp.	0.19g
Campanula	sparsa	0.0664g
Campanula	spatulata	0.0114g
Campanula	spicata	0.06g
Campanula	stellaris	0.0508g
Campanula	stevenii	0.0344g
Campanula	stricta	1.2308g
Campanula	strigosa	0.0634g
Campanula	sulphurea	0.0289g
Campanula	thyrsoides	0.0844g
Campanula	trachelium	0.15g
Campanula	tridentata	0.3244g
Campanula	velebitica	0.096g
Campanula	versicolor	0.03004g
Campanula	xylocarpa	0.05148g
Camphorosma	annua	0.5888g
Camphorosma	monspeliaca	1.4880734g
Campnosperma	brevipetiolata	26.0g
Campsiandra	comosa	6129.0g
Campsis	radicans	4.4g
Camptacra	barbata	0.7716g
Camptoloma	rotundifolia	0.02592g
Camptosema	rubicundum	133.5g
Campylotropis	delavayi	4.9756g
Campylotropis	harmsii	10.8252g
Campylotropis	polyantha	5.8412g
Canadanthus	modestus	0.2824g
Canarina	canariensis	1.20988g
Canarium	album	1554g
Canarium	apertum	9000g
Canarium	australasicum	678.88g
Canarium	australianum	639.0g
Canarium	bengalense	8333g
Canarium	boivinii	3310.0g
Canarium	commune	7143.0g
Canarium	denticulatum	10100g
Canarium	euphyllum	2174g
Canarium	littorale	8300g
Canarium	madagascariense	3966.32g
Canarium	mehenbethene	14286.0g
Canarium	odoratum	40.0g
Canarium	paniculatum	3283.26g
Canarium	samoense	500.0g
Canarium	schweinfurthii	1402.4553571g
Canarium	strictum	4762g
Canarium	vitiense	650g
Canavalia	brasiliensis	485.545g
Canavalia	cathartica	877.887931g
Canavalia	ensiformis	800g
Canavalia	gladiata	1365.0g
Canavalia	kauaiensis	1250.7454545g
Canavalia	madagascariensis	830.42g
Canavalia	papuana	495.2325581g
Canavalia	rosea	576.0g
Canavalia	sp.	4900.0g
Canavalia	villosa	361.52g
Canavalia	virosa	965.974026g
Canephora	madagascariensis	7.001g
Cannabis	sativa	7.315g
Cannabis	sativa	18.3g
Canotia	holacantha	5.498g
Canscora	alata	0.021g
Canscora	diffusa	0.0576g
Canthium	coprosmoides	58g
Canthium	dyscriton	56.5971223g
Canthium	fadenii	62.2426667g
Canthium	glabrum	57g
Canthium	inerme	147.7876g
Canthium	vanwykii	143.3116g
Caperonia	palustris	6.29g
Caperonia	serrata	9.4915g
Caperonia	stuhlmannii	10.925625g
Capnophyllum	africanum	6.046g
Capparis	aegyptia	5.853g
Capparis	baducca	120.0g
Capparis	brassii	95.0490566g
Capparis	cartilaginea	5.1052g
Capparis	chrysomeia	27.1716g
Capparis	corymbosa	217.5304g
Capparis	cynophallophora	54g
Capparis	decidua	41.9g
Capparis	erythrocarpos	46.6012g
Capparis	ferruginea	30.192g
Capparis	flexuosa	67.0056g
Capparis	frondosa	97g
Capparis	hereroensis	12.7248g
Capparis	loranthifolia	95.2344828g
Capparis	mitchellii	108.324g
Capparis	mollicella	220.0g
Capparis	odoratissima	42.18g
Capparis	orientalis	4.4356g
Capparis	ornans	164g
Capparis	ovata	6.062g
Capparis	sarmentosa	39.0864g
Capparis	sepiaria	41.7144g
Capparis	sicula	8.1972g
Capparis	sicula	9.6496g
Capparis	sicula	3.5444g
Capparis	spinosa	9g
Capparis	tenuisiliqua	38.31g
Capparis	tomentosa	183.878g
Capparis	zoharyi	12.2296g
Capraria	biflora	0.02g
Capsella	bursa-pastoris	0.1g
Capsella	rubella	0.1012g
Capsicum	annuum	2.8588g
Capsicum	annuum	1.185g
Capsicum	annuum	6g
Capsicum	coccineum	7.0g
Capsicum	frutescens	5.0g
Capuronia	benoistii	1.75g
Caragana	arborescens	26g
Caragana	camilli-schneideri	26.4064g
Caragana	kirghisorum	26.3044g
Caragana	korshinskii	49.9g
Caragana	laeta	25.8112g
Caragana	microphylla	38.4356g
Caragana	turfanensis	4.8421053g
Carallia	lucida	35.97g
Caralluma	acutangula	6.5g
Caralluma	socotrana	3.23364g
Carapa	guianensis	17696g
Carapa	procera	20628g
Cardamine	astoniae	0.6812g
Cardamine	bellidifolia	0.168g
Cardamine	bulbifera	2.6g
Cardamine	californica	0.847g
Cardamine	concatenata	1.8624g
Cardamine	douglassii	0.48g
Cardamine	enneaphyllos	4.7584g
Cardamine	flexuosa	0.11g
Cardamine	glacialis	0.193g
Cardamine	glanduligera	2.4188g
Cardamine	griffithii	0.0644g
Cardamine	gunnii	0.1516g
Cardamine	heptaphylla	6.02g
Cardamine	hirsuta	0.12g
Cardamine	impatiens	0.1944g
Cardamine	laciniata	1.638g
Cardamine	lilacina	0.5564g
Cardamine	microthrix	0.163g
Cardamine	moirensis	0.1364g
Cardamine	oligosperma	0.152g
Cardamine	parviflora	0.085g
Cardamine	pennsylvanica	0.074g
Cardamine	plumieri	0.21616g
Cardamine	pratensis	0.4264g
Cardamine	pratensis	0.1504g
Cardamine	pratensis	0.57g
Cardamine	quinquefolia	2.25g
Cardamine	resedifolia	0.3248g
Cardamine	seidlitziana	0.2152g
Cardamine	tenuifolia	0.3668g
Cardamine	uliginosa	0.17596g
Cardamine	yunnanensis	0.086g
Cardaminopsis	arenosa	0.068g
Cardaria	draba	2.15g
Cardaria	pubescens	1.0g
Cardiochlamys	madagascariensis	33.1188g
Cardionema	ramosissima	1.391g
Cardiopteris	moluccana	11g
Cardiospermum	corindum	36.9g
Cardiospermum	halicacabum	44.6688g
Cardiospermum	halicacabum	44g
Cardiospermum	microcarpum	44.0g
Cardopatium	corymbosum	53.8g
Carduus	acanthoides	2.41g
Carduus	acicularis	4.67172g
Carduus	adpressus	2.1676g
Carduus	argentatus	7.6808g
Carduus	crispus	1.734g
Carduus	glaucinus	2.78g
Carduus	hamulosus	3.0g
Carduus	keniensis	2.4864g
Carduus	kerneri	2.3596g
Carduus	nutans	3.9g
Carduus	onopordioides	5.7232g
Carduus	personata	1.7092g
Carduus	pycnocephalus	2.5068g
Carduus	pycnocephalus	5.286g
Carduus	schimperi	14.7724g
Carduus	seminudus	4.372g
Carduus	silvarum	5.3704g
Carduus	tenuiflorus	3.517g
Carduus	thracicus	1.8913462g
Careya	arborea	357.14g
Carica	candamarcensis	35.4g
Carica	microcarpa	117.0g
Carica	papaya	23g
Carinavalva	glauca	0.1604g
Cariniana	pyriformis	128.21g
Carissa	bispinosa	37.153g
Carissa	bispinosa	26.5054545g
Carissa	boiviniana	192.7464g
Carissa	macrocarpa	13.7629464g
Carissa	spinarum	74.9g
Carissa	tetramera	25.996g
Carlina	acanthifolia	7.0176g
Carlina	acaulis	3.0856g
Carlina	acaulis	4.05g
Carlina	biebersteinii	1.236g
Carlina	corymbosa	1.36g
Carlina	curetum	1.876g
Carlina	gummifera	5.1705882g
Carlina	involucrata	3.432g
Carlina	lanata	1.3809g
Carlina	macrocephala	997.6923077g
Carlina	vulgaris	1.35g
Carmichaelia	appressa	3.388g
Carmichaelia	arborea	4.3325g
Carmichaelia	australis	4.2442g
Carmichaelia	crassicaulis	4.1696g
Carmichaelia	exsul	15.6714286g
Carmichaelia	petriei	2.6351852g
Carmichaelia	stevensonii	2.5112g
Carnegiea	gigantea	1.3g
Carpanthea	pomeridiana	0.86g
Carpenteria	californica	0.1g
Carpesium	cernuum	0.602g
Carphalea	cloiselii	1.8344g
Carphalea	kirondron	5.4596g
Carphalea	kirondron	5.9576g
Carphalea	madagascariensis	2.7732g
Carphephorus	paniculatus	2.764g
Carphephorus	pseudoliatris	1.7164g
Carphochaete	wislizeni	1.2g
Carpinus	betulus	40g
Carpinus	caroliniana	15.5484g
Carpinus	caroliniana	26.0g
Carpinus	cordata	8g
Carpinus	japonica	4g
Carpinus	laxiflora	3g
Carpinus	londoniana	9.7872g
Carpinus	orientalis	14.8g
Carpinus	tschonoskii	13g
Carpobrotus	chilensis	0.34g
Carpobrotus	deliciosus	0.3804g
Carpobrotus	dimidiatus	0.43g
Carpobrotus	edulis	0.3684g
Carpobrotus	glaucescens	0.2328g
Carpobrotus	modestus	0.1396g
Carpobrotus	rossii	0.218g
Carpodetus	serratus	0.5g
Carpodiptera	africana	39.14g
Carpolobia	goetzei	25.5656g
Carpotroche	sp.	116.7g
Carrichtera	annua	0.9g
Carthamus	arborescens	18.0g
Carthamus	dentatus	18.0872g
Carthamus	flavescens	29.6g
Carthamus	glaucus	19.6g
Carthamus	glaucus	24.0g
Carthamus	lanatus	11.0g
Carthamus	nitidus	16.3g
Carthamus	oxyacantha	10.0g
Carthamus	oxyacanthus	12.8936g
Carthamus	persicus	17.0075g
Carthamus	tenuis	19.58g
Carthamus	tenuis	13.6383g
Carthamus	tinctorius	35.2g
Carum	carvi	2.3g
Carum	graecum	1.3276g
Carum	porphyrocoleon	1.3224g
Carum	verticillatum	0.86g
Carya	aquatica	2771.8g
Carya	cordiformis	2797.6g
Carya	glabra	3502g
Carya	illinoinensis	4142g
Carya	laciniosa	15141g
Carya	myristicaeformis	3681g
Carya	ovata	4222g
Carya	tomentosa	5529g
Caryocar	glabrum	6900g
Caryocar	nuciferum	59886.7g
Caryotophora	skiatophytoides	9.2g
Casasia	clusiifolia	37.476g
Casearia	aculeata	23.0g
Casearia	arborea	1.65g
Casearia	battiscombei	21.4817829g
Casearia	dallachii	3g
Casearia	decandra	150.0g
Casearia	fasciculata	386.0g
Casearia	hirsuta	14.2g
Casearia	ilicifolia	2.8776g
Casearia	javitensis	40.0g
Casearia	mollis	31.41g
Casearia	sylvestris	3g
Casimiroa	edulis	2722g
Casimiroa	tetrameria	4738.0g
Cassia	abbreviata	356.9713355g
Cassia	abbreviata	200.6932g
Cassia	abbreviata	236.1935484g
Cassia	artemisioides	11.89g
Cassia	bauhinioides	5g
Cassia	biflora	3.4E-5g
Cassia	bonariensis	18.7g
Cassia	brewsteri	138.68g
Cassia	cowanii	660.0g
Cassia	didymobotrya	44.6g
Cassia	emarginata	35.6g
Cassia	eremophila	20.61g
Cassia	fasciculata	8g
Cassia	fistula	666g
Cassia	grandiflora	21.38g
Cassia	grandis	474g
Cassia	helmsii	28.198g
Cassia	javanica	215g
Cassia	javanica	249.2g
Cassia	leptadenia	4.1g
Cassia	leptocarpa	10.4g
Cassia	marginata	210.53g
Cassia	marilandica	21.7g
Cassia	marksiana	75.164g
Cassia	mimosifolia	2.62g
Cassia	mimosoides	3.23g
Cassia	moschata	83.99g
Cassia	multiglandulosa	30.0g
Cassia	nemophila	32.636g
Cassia	nemophila	26.176g
Cassia	occidentalis	16g
Cassia	oligophylla	16.02g
Cassia	purpurea	13.3g
Cassia	renigera	166.24g
Cassia	sieberiana	123.99g
Cassia	sp.	20g
Cassia	spectabilis	27.2g
Cassia	sturtii	16.9524g
Cassia	tomentella	85.8024g
Cassia	tora	19g
Cassia	uniflora	14.1g
Cassia	venusta	32.3g
Cassia	wislizeni	11.7g
Cassine	eucleaeformis	15.3g
Cassine	laneana	466.6836g
Cassine	orientalis	424.2g
Cassine	papillosa	86.0g
Cassine	schinoides	83.2542373g
Cassinia	aculeata	0.07g
Cassinia	arcuata	0.0796g
Cassinia	aureonitens	0.08196g
Cassinia	compacta	0.489g
Cassinia	copensis	0.112g
Cassinia	cunninghamii	0.148g
Cassinia	decipiens	0.0928g
Cassinia	denticulata	0.1244g
Cassinia	diminuta	0.04952g
Cassinia	hewsoniae	0.106g
Cassinia	laevis	0.0783g
Cassinia	leptocephala	0.152g
Cassinia	longifolia	0.08296g
Cassinia	macrocephala	0.1536g
Cassinia	maritima	0.102g
Cassinia	monticola	0.106g
Cassinia	nivalis	0.0716g
Cassinia	ozothamnoides	0.0476g
Cassinia	quinquefaria	0.08g
Cassinia	rugata	0.148g
Cassinia	scabrida	0.0468g
Cassinia	subtropica	0.1048g
Cassinia	tegulata	0.203g
Cassinia	telfordii	0.126g
Cassinia	tenuifolia	0.1244g
Cassinia	trinerva	0.184g
Cassinia	uncata	0.09582g
Cassinia	venusta	0.082g
Cassiope	mertensiana	0.018g
Castanea	crenata	20586g
Castanea	dentata	3467.3g
Castanea	mollissima	7421.47g
Castanea	sativa	9944g
Castanopsis	chinensis	400g
Castanopsis	chrysophylla	647.9891g
Castanopsis	chrysophylla	470.04g
Castanopsis	fissa	1155g
Castanopsis	purpurella	94.32g
Castanopsis	sempervirens	377.993g
Castanopsis	wallichii	1400g
Castanospermum	australe	23583g
Castanospora	alphandi	2765g
Castela	emoryi	34.141g
Castela	erecta	82.61g
Castela	peninsularis	44.8844g
Castela	tortuosa	128.7g
Castilla	elastica	568.18g
Castilleja	affinis	0.1568g
Castilleja	affinis	0.222g
Castilleja	ambigua	2.52824g
Castilleja	ambigua	0.129g
Castilleja	angustifolia	0.336g
Castilleja	applegatei	0.247g
Castilleja	applegatei	0.26224g
Castilleja	applegatei	0.246g
Castilleja	attenuata	0.04g
Castilleja	coccinea	0.042g
Castilleja	cusickii	0.0776g
Castilleja	densiflora	0.0304g
Castilleja	densiflora	0.031g
Castilleja	elmeri	0.25g
Castilleja	exserta	0.2012g
Castilleja	flava	0.9932g
Castilleja	foliolosa	0.246g
Castilleja	haydenii	0.2884g
Castilleja	hispida	0.107g
Castilleja	indivisa	0.0828g
Castilleja	integra	0.2108g
Castilleja	lacera	0.026g
Castilleja	lanata	0.13g
Castilleja	latifolia	0.214g
Castilleja	linariifolia	0.143g
Castilleja	lineariloba	0.034g
Castilleja	miniata	0.211g
Castilleja	miniata	0.272g
Castilleja	minor	0.135g
Castilleja	nana	0.183g
Castilleja	occidentalis	0.2668g
Castilleja	oresbia	0.19484g
Castilleja	pilosa	0.115g
Castilleja	pilosa	0.177g
Castilleja	pruinosa	0.2804g
Castilleja	purpurea	0.1268g
Castilleja	rhexifolia	0.4932g
Castilleja	sessiliflora	0.179g
Castilleja	subinclusa	0.254g
Castilleja	sulphurea	0.4056g
Castilleja	tenuiflora	0.13g
Castilleja	tenuis	0.076g
Castilleja	thompsonii	0.0632g
Castilleja	unalaschcensis	0.5396g
Castilleja	wightii	0.121g
Casuarina	acutivalvis	13.79g
Casuarina	cristata	9.01g
Casuarina	cunninghamiana	0.3324g
Casuarina	cunninghamiana	1.57g
Casuarina	equisetifolia	1.5632g
Casuarina	equisetifolia	4g
Casuarina	glauca	3.0g
Casuarina	junghuhniana	0.57g
Casuarina	montana	6.41g
Casuarina	obesa	0.93g
Casuarina	oligodon	8.11g
Casuarina	pauper	1.706g
Casuarina	stricta	1.29g
Casuarina	teres	0.916g
Casuarina	torulosa	3.1g
Catalpa	bignonioides	24.4g
Catalpa	bungei	3.2212g
Catalpa	fargesii	4.086g
Catalpa	ovata	2.34g
Catalpa	speciosa	18.83g
Catananche	caerulea	3.2806g
Catananche	lutea	2.2004g
Catha	edulis	1.6852g
Catharanthus	roseus	1.4g
Catharanthus	trichophyllus	1.704g
Catophractes	alexandri	20.505g
Catostemma	commune	19240.0g
Catostemma	fragrans	31266.7g
Catunaregam	nilotica	20.3756g
Catunaregam	spinosa	25g
Catunaregam	spinosa	25.23g
Catunaregam	taylorii	29.3368g
Caucalis	daucoides	66.5g
Caucalis	platycarpos	24.75g
Caulanthus	coulteri	0.472g
Caulanthus	heterophyllus	0.123g
Caulanthus	heterophyllus	0.152g
Caulanthus	inflatus	1.6g
Caulanthus	pilosus	0.7108g
Cavacoa	aurea	121g
Cavanillesia	platanifolia	1459g
Cayaponia	americana	96.1188811g
Cayaponia	racemosa	55.17g
Caylusea	abyssinica	0.657g
Caylusea	hexagyna	0.2375g
Cayratia	gracilis	21.74g
Cayratia	ibuensis	13.755g
Cayratia	saponaria	23g
Cayratia	trifolia	24.48g
Cayratia	triternata	10.2626g
Ceanothus	americanus	3.49g
Ceanothus	arboreus	12.87g
Ceanothus	cordulatus	3.7g
Ceanothus	crassifolius	10g
Ceanothus	cuneatus	8.358g
Ceanothus	cuneatus	5.306g
Ceanothus	cuneatus	10g
Ceanothus	dentatus	3.575g
Ceanothus	diversifolius	5.399g
Ceanothus	gloriosus	5.772g
Ceanothus	gloriosus	3.76g
Ceanothus	gloriosus	5.936g
Ceanothus	greggii	4.5976g
Ceanothus	greggii	7.434g
Ceanothus	greggii	10.7g
Ceanothus	griseus	3.1g
Ceanothus	impressus	5.3g
Ceanothus	incanus	5.237g
Ceanothus	integerrimus	6.3g
Ceanothus	jepsonii	4.644g
Ceanothus	lemmonii	4.354g
Ceanothus	leucodermis	6.8g
Ceanothus	maritimus	9.445g
Ceanothus	martini	5.4536g
Ceanothus	megacarpus	24.0g
Ceanothus	oliganthus	3.381g
Ceanothus	oliganthus	6g
Ceanothus	palmeri	7.202g
Ceanothus	papillosus	2.204g
Ceanothus	papillosus	2.195g
Ceanothus	parryi	3.269g
Ceanothus	prostratus	10g
Ceanothus	pumilus	5.2752g
Ceanothus	purpureus	6.83g
Ceanothus	rigidus	6.29g
Ceanothus	sanguineus	3.48g
Ceanothus	sorediatus	3.73g
Ceanothus	spinosus	9.2g
Ceanothus	thyrsiflorus	2.11g
Ceanothus	tomentosus	3.4g
Ceanothus	velutinus	5.494g
Ceanothus	verrucosus	6.6g
Cecropia	cf.	1.0g
Cecropia	insignis	0.6g
Cecropia	latiloba	2.0g
Cecropia	longipes	0.7g
Cecropia	membranacea	2.0g
Cecropia	obtusa	0.1g
Cecropia	obtusifolia	0.7g
Cecropia	pachystachya	0.85g
Cecropia	peltata	0.6g
Cecropia	schreberiana	0.3g
Cecropia	sciadophylla	1.8g
Cecropia	sp.	0.55g
Cedrela	odorata	17g
Cedrela	rosei	20.0g
Cedrela	salvadorensis	98.8g
Cedrela	serrulata	5.67g
Cedrelopsis	grevei	40.9945g
Ceiba	acuminata	9.0g
Ceiba	aesculifolia	72.821g
Ceiba	aesculifolia	54.923g
Ceiba	pentandra	59g
Ceiba	speciosa	57.6724g
Celastrus	gemmatus	7.47632g
Celastrus	glaucophyllus	11.6114286g
Celastrus	monospermus	6.1388g
Celastrus	orbiculatus	10.5g
Celastrus	paniculatus	70.61g
Celastrus	scandens	16.5g
Celastrus	stylosus	5.14144g
Celmisia	allanii	0.26g
Celmisia	alpina	0.39g
Celmisia	angustifolia	1.18g
Celmisia	armstrongii	1.6g
Celmisia	bellidioides	0.4g
Celmisia	brevifolia	0.56g
Celmisia	coriacea	0.9g
Celmisia	costiniana	2.977g
Celmisia	dallii	0.8g
Celmisia	discolor	0.78g
Celmisia	durietzii	0.89g
Celmisia	glandulosa	0.53g
Celmisia	gracilenta	0.78g
Celmisia	graminifolia	0.6g
Celmisia	haastii	0.91g
Celmisia	hectori	0.63g
Celmisia	hieracifolia	1.32g
Celmisia	holosericea	0.62g
Celmisia	hookeri	2.68g
Celmisia	incana	0.98g
Celmisia	laricifolia	0.29g
Celmisia	lateralis	0.47g
Celmisia	latifolia	4.2992g
Celmisia	lindsayi	0.83256g
Celmisia	longifolia	2.1788g
Celmisia	lyallii	1.58g
Celmisia	mackaui	2.18g
Celmisia	major	3.01g
Celmisia	munroi	2.02g
Celmisia	petriei	1.96g
Celmisia	polyvena	1.31g
Celmisia	prorepens	0.88g
Celmisia	pugioniformis	2.478g
Celmisia	ramulosa	0.35g
Celmisia	semicordata	1.49g
Celmisia	semicordata	1.76196g
Celmisia	sessiliflora	0.67g
Celmisia	spectabilis	1.8g
Celmisia	spedeni	0.66g
Celmisia	tomentella	3.59g
Celmisia	traversii	1.46g
Celmisia	verbascifolia	2.68g
Celmisia	viscosa	1.14g
Celmisia	walkeri	0.66g
Celosia	argentea	1g
Celosia	cristata	0.8g
Celosia	floribunda	0.77116g
Celosia	hastata	0.1636g
Celosia	isertii	0.1744g
Celosia	polystachia	0.208g
Celosia	prostrata	0.4224g
Celosia	schweinfurthiana	0.30568g
Celosia	trigyna	0.1812g
Celtis	africana	41.11g
Celtis	australis	203.7g
Celtis	caucasica	191.0344828g
Celtis	caudata	113.2402g
Celtis	ehrenbergiana	31.72g
Celtis	glabra	436.88616g
Celtis	gomphophylla	14.9564g
Celtis	iguanaeus	111g
Celtis	integrifolia	175.0g
Celtis	laevigata	81.9746g
Celtis	laevigata	76.05g
Celtis	madagascariensis	558.5236g
Celtis	mildbraedii	49g
Celtis	occidentalis	126.4g
Celtis	pallida	27.94g
Celtis	philippensis	349.114g
Celtis	planchoniana	136.259542g
Celtis	reticulata	92.0g
Celtis	tenuifolia	93.6544g
Celtis	tetrandra	66.05g
Celtis	zenkeri	65.767g
Centaurea	adpressa	6.145g
Centaurea	alaica	21.0954286g
Centaurea	americana	10.9g
Centaurea	ammocyanus	1.204g
Centaurea	aplolepa	1.8876g
Centaurea	aplolepa	1.542g
Centaurea	arenaria	2.1208g
Centaurea	ascalonica	12.47636g
Centaurea	aspera	5.0g
Centaurea	aspera	6.2928g
Centaurea	aziziana	2.09g
Centaurea	babylonica	9.9288g
Centaurea	behen	11.0178g
Centaurea	biebersteinii	1.5136g
Centaurea	bracteata	1.72g
Centaurea	calcitrapa	2.3032g
Centaurea	caliacrae	1.4084g
Centaurea	cataonica	7.1428g
Centaurea	cheirolopha	9.9604g
Centaurea	chilensis	5.4908g
Centaurea	clementei	14.2488263g
Centaurea	crocodylium	11.5932g
Centaurea	cyanus	4.3g
Centaurea	dealbata	7.2g
Centaurea	depressa	15.5498g
Centaurea	deusta	1.7668g
Centaurea	deusta	2.6168g
Centaurea	diffusa	1.891g
Centaurea	diluta	3.5208g
Centaurea	drabifolia	7.7208g
Centaurea	eryngioides	9.055g
Centaurea	floccosa	8.83g
Centaurea	giardinae	2.074g
Centaurea	glastifolia	5.2465347g
Centaurea	gymnocarpa	3.4g
Centaurea	iberica	5.0916g
Centaurea	iberica	3.2871g
Centaurea	ilvensis	2.3342857g
Centaurea	immanuelis-loewii	6.4805369g
Centaurea	imperialis	3.14g
Centaurea	intybacea	7.5g
Centaurea	jacea	1.35g
Centaurea	jacea	1.77g
Centaurea	jankae	8.4504505g
Centaurea	jurineifolia	1.898g
Centaurea	macrocephala	15.6g
Centaurea	maculosa	2.19g
Centaurea	mannagettae	5.1333333g
Centaurea	melitensis	1.395g
Centaurea	montana	15.5g
Centaurea	montis-borlae	2.7g
Centaurea	moschata	3.1g
Centaurea	nemoralis	1.6904g
Centaurea	nervosa	3.4184g
Centaurea	nigra	2.1628g
Centaurea	nigra	2.5g
Centaurea	nigrescens	2.611g
Centaurea	nigrescens	1.7528g
Centaurea	onopordifolia	12.276g
Centaurea	orientalis	5.3504g
Centaurea	ornata	3.9g
Centaurea	ovina	2.1727612g
Centaurea	pallescens	1.272g
Centaurea	pallescens	1.7776g
Centaurea	parilica	1.7918699g
Centaurea	perrottetii	9.4196g
Centaurea	phrygia	2.2241379g
Centaurea	phrygia	2.7208g
Centaurea	pseudoscabiosa	5.5487179g
Centaurea	pumilio	4.854g
Centaurea	reflexa	4.2456g
Centaurea	repens	4.667g
Centaurea	rhaetica	2.06g
Centaurea	rhenana	2.08g
Centaurea	rigida	6.1g
Centaurea	ruthenica	27.84g
Centaurea	salicifolia	2.3364g
Centaurea	salonitana	8.8976g
Centaurea	scabiosa	4.7756g
Centaurea	scabiosa	6.7g
Centaurea	sinaica	3.1932g
Centaurea	solstitialis	1.0744g
Centaurea	solstitialis	3g
Centaurea	sosnowskyi	1.82g
Centaurea	sp.	0.75g
Centaurea	squarrosa	2.2364g
Centaurea	stenolepis	2.3g
Centaurea	stereophylla	4.7484g
Centaurea	stevenii	7.224g
Centaurea	stoebe	1.404g
Centaurea	suaveolens	4.05g
Centaurea	thracica	5.8536g
Centaurea	transcaucasica	0.2019903g
Centaurea	triumfetti	8.1236g
Centaurea	triumfettii	10.41g
Centaurea	turkestanica	22.8142857g
Centaurea	tyrrhena	5.0848g
Centaurea	verutum	4.2742g
Centaurea	virgata	2.8268g
Centaurium	cachanlahuen	0.02076g
Centaurium	davyi	0.0080g
Centaurium	erythraea	0.01g
Centaurium	erythraea	0.016g
Centaurium	littorale	0.05g
Centaurium	maritimum	0.0098g
Centaurium	muehlenbergii	0.171g
Centaurium	pulchellum	0.0187g
Centaurium	scilloides	0.01g
Centaurium	spicatum	0.028g
Centaurium	tenuiflorum	0.04g
Centaurium	venustum	0.0020g
Centaurothamnus	maximus	13.944g
Centella	asiatica	1.149g
Centemopsis	kirkii	4.3076g
Centipeda	crateriformis	0.06g
Centipeda	cunninghamii	0.0504g
Centipeda	elatinoides	0.1412g
Centipeda	minima	0.0212g
